Station_ID,Date_Time,pressure_set_1,air_temp_set_1,air_temp_set_2,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1,wind_gust_set_1,solar_radiation_set_1,precip_accum_fifteen_minute_set_1,volt_set_1,wind_chill_set_1d,wind_cardinal_direction_set_1d,heat_index_set_1d,dew_point_temperature_set_1d,altimeter_set_1d,sea_level_pressure_set_1d,wet_bulb_temp_set_1d
LBNL1,2025-09-04T03:30:00Z,98225.0,13.92,12.72,90.25,2.66,103.7,4.88,0.0,0.0,13.78,,ESE,,12.33,101439.97,101430.13,13.01
LBNL1,2025-09-04T03:45:00Z,98231.0,13.71,12.53,91.5,2.52,101.9,4.1,0.0,0.0,13.79,,ESE,,12.34,101446.16,101438.71,12.93
LBNL1,2025-09-04T04:00:00Z,98243.0,13.64,12.45,91.96,2.02,108.9,3.82,0.0,0.0,13.81,,ESE,,12.34,101458.56,101451.86,12.91
LBNL1,2025-09-04T04:15:00Z,98256.0,13.48,12.34,92.73,1.65,116.8,3.07,0.0,0.0,13.81,,ESE,,12.31,101471.98,101467.11,12.83
LBNL1,2025-09-04T04:30:00Z,98271.0,13.54,12.37,92.63,1.38,104.8,2.56,0.0,0.0,13.81,,ESE,,12.36,101487.47,101481.97,12.87
LBNL1,2025-09-04T04:45:00Z,98271.0,13.43,12.29,93.13,1.33,109.1,2.86,0.0,0.0,13.81,,ESE,,12.33,101487.47,101483.17,12.82
LBNL1,2025-09-04T05:00:00Z,98280.0,13.33,12.21,93.46,0.8,106.4,2.8,0.0,0.0,13.81,,ESE,,12.29,101496.77,101493.66,12.74
LBNL1,2025-09-04T05:15:00Z,98273.0,13.35,12.22,93.81,0.43,120.9,2.46,0.0,0.0,13.81,,ESE,,12.36,101489.54,101486.18,12.8
LBNL1,2025-09-04T05:30:00Z,98282.0,13.49,12.36,93.54,0.14,115.6,1.16,0.0,0.0,13.82,,ESE,,12.46,101498.83,101493.84,12.92
LBNL1,2025-09-04T05:45:00Z,98271.0,13.76,12.53,92.4,0.08,61.52,1.57,0.0,0.0,13.84,,ENE,,12.54,101487.47,101479.45,13.07
LBNL1,2025-09-04T06:00:00Z,98267.0,13.77,12.5,91.7,0.48,83.9,2.25,0.01,0.0,13.84,,E,,12.43,101483.34,101475.25,13.0
LBNL1,2025-09-04T06:15:00Z,98250.0,13.82,12.6,91.24,0.1,350.3,0.96,0.0,0.0,13.84,,N,,12.4,101465.79,101457.07,13.01
LBNL1,2025-09-04T06:30:00Z,98236.0,13.72,12.67,91.2,0.32,332.3,1.74,0.0,0.0,13.83,,NNW,,12.3,101451.33,101443.81,12.9
LBNL1,2025-09-04T06:45:00Z,98226.0,13.72,12.55,90.93,0.21,270.8,1.78,0.0,0.0,13.81,,W,,12.25,101441.0,101433.48,12.88
LBNL1,2025-09-04T07:00:00Z,98220.0,13.58,12.58,90.99,0.0,0.0,0.0,0.0,0.0,13.82,,N,,12.12,101434.8,101428.81,12.75
LBNL1,2025-09-04T07:15:00Z,98216.0,13.59,12.59,91.49,0.0,0.0,0.0,0.0,0.0,13.84,,N,,12.22,101430.67,101424.61,12.81
LBNL1,2025-09-04T07:30:00Z,98224.0,13.74,12.69,91.73,0.23,43.02,2.05,0.0,0.0,13.84,,NE,,12.41,101438.94,101431.16,12.98
LBNL1,2025-09-04T07:45:00Z,98223.0,13.79,12.69,91.87,0.36,25.74,2.22,0.0,0.0,13.84,,NNE,,12.48,101437.9,101429.56,13.04
LBNL1,2025-09-04T08:00:00Z,98215.0,13.72,12.59,91.83,1.02,35.3,2.73,0.01,0.0,13.84,,NE,,12.4,101429.64,101422.06,12.97
LBNL1,2025-09-04T08:15:00Z,98208.0,13.83,12.73,91.27,0.52,326.6,2.11,0.0,0.0,13.84,,NNW,,12.42,101422.41,101413.63,13.02
LBNL1,2025-09-04T08:30:00Z,98213.0,13.92,12.77,90.85,0.41,7.9,2.05,0.0,0.0,13.84,,N,,12.44,101427.58,101417.73,13.07
LBNL1,2025-09-04T08:45:00Z,98216.0,13.95,12.89,91.74,1.27,50.88,3.76,0.0,0.0,13.84,,NE,,12.61,101430.67,101420.51,13.19
LBNL1,2025-09-04T09:00:00Z,98208.0,13.79,12.73,92.98,1.56,85.9,3.24,0.01,0.0,13.84,,E,,12.66,101422.41,101414.07,13.15
LBNL1,2025-09-04T09:15:00Z,98216.0,13.74,12.66,93.59,1.36,65.69,3.45,0.0,0.0,13.84,,ENE,,12.71,101430.67,101422.9,13.16
LBNL1,2025-09-04T09:30:00Z,98214.0,13.6,12.55,94.37,1.6,64.59,3.76,0.0,0.0,13.84,,ENE,,12.7,101428.61,101422.41,13.1
LBNL1,2025-09-04T09:45:00Z,98210.0,13.33,12.27,94.56,1.74,65.2,3.86,0.01,0.0,13.84,,ENE,,12.47,101424.48,101421.37,12.85
LBNL1,2025-09-04T10:00:00Z,98194.0,13.27,12.23,94.73,1.8,54.86,3.14,0.0,0.0,13.84,,NE,,12.43,101407.95,101405.48,12.81
LBNL1,2025-09-04T10:15:00Z,98183.0,13.17,12.16,95.14,1.31,45.87,2.84,0.0,0.0,13.84,,NE,,12.4,101396.59,101395.26,12.75
LBNL1,2025-09-04T10:30:00Z,98170.0,13.12,12.09,95.45,0.88,39.72,2.93,0.0,0.0,13.84,,NE,,12.4,101383.17,101382.46,12.73
LBNL1,2025-09-04T10:45:00Z,98162.0,13.07,12.06,95.63,1.15,44.32,3.04,0.0,0.0,13.84,,NE,,12.38,101374.91,101374.76,12.69
LBNL1,2025-09-04T11:00:00Z,98145.0,12.92,11.93,95.8,1.91,49.18,3.41,0.01,0.0,13.84,,NE,,12.26,101357.35,101358.92,12.56
LBNL1,2025-09-04T11:15:00Z,98145.0,12.96,11.95,96.08,0.82,39.42,2.9,0.0,0.0,13.84,,NE,,12.34,101357.35,101358.47,12.63
LBNL1,2025-09-04T11:30:00Z,98147.0,12.82,11.82,96.18,0.99,22.58,3.0,0.01,0.0,13.84,,NNE,,12.22,101359.41,101362.12,12.5
LBNL1,2025-09-04T11:45:00Z,98149.0,12.87,11.86,96.32,2.06,32.25,3.99,0.01,0.0,13.86,,NNE,,12.29,101361.48,101363.62,12.56
LBNL1,2025-09-04T12:00:00Z,98145.0,12.83,11.84,96.35,2.37,51.87,4.16,0.01,0.0,13.88,,NE,,12.26,101357.35,101359.93,12.53
LBNL1,2025-09-04T12:15:00Z,98140.0,12.72,11.76,96.39,1.31,40.24,3.04,0.0,0.0,13.88,,NE,,12.15,101352.19,101355.98,12.42
LBNL1,2025-09-04T12:30:00Z,98142.0,12.58,11.58,96.45,2.1,44.5,3.62,0.01,0.0,13.88,,NE,,12.02,101354.25,101359.63,12.29
LBNL1,2025-09-04T12:45:00Z,98136.0,12.53,11.54,96.49,1.6,42.41,3.79,0.01,0.0,13.88,,NE,,11.98,101348.05,101354.0,12.25
LBNL1,2025-09-04T13:00:00Z,98133.0,12.46,11.43,96.48,1.65,27.72,4.57,0.01,0.0,13.88,,NNE,,11.91,101344.96,101351.78,12.17
LBNL1,2025-09-04T13:15:00Z,98143.0,12.35,11.31,96.45,1.68,6.6,4.64,0.01,0.0,13.88,,N,,11.79,101355.28,101363.32,12.06
LBNL1,2025-09-04T13:30:00Z,98139.0,12.39,11.37,96.48,1.46,342.2,3.28,0.11,0.0,13.88,,NNW,,11.84,101351.15,101358.75,12.1
LBNL1,2025-09-04T13:45:00Z,98153.0,12.59,11.57,96.49,1.52,335.6,2.86,1.0,0.0,13.88,,NNW,,12.04,101365.61,101370.86,12.31
LBNL1,2025-09-04T14:00:00Z,98165.0,12.63,11.62,96.49,1.32,337.6,3.04,3.86,0.0,13.88,,NNW,,12.08,101378.0,101382.87,12.34
LBNL1,2025-09-04T14:15:00Z,98173.0,12.64,11.6,96.49,1.64,351.2,3.82,9.34,0.0,13.88,,N,,12.09,101386.27,101391.0,12.35
LBNL1,2025-09-04T14:30:00Z,98174.0,12.56,11.53,96.49,1.57,35.17,4.64,17.93,0.0,13.88,,NE,,12.01,101387.3,101392.99,12.27
LBNL1,2025-09-04T14:45:00Z,98175.0,12.58,11.56,96.49,0.88,20.6,3.07,27.3,0.0,13.88,,NNE,,12.03,101388.33,101393.71,12.3
LBNL1,2025-09-04T15:00:00Z,98168.0,12.72,11.71,96.53,1.11,17.31,2.93,37.74,0.0,13.88,,NNE,,12.18,101381.1,101384.89,12.44
LBNL1,2025-09-04T15:15:00Z,98179.0,12.91,11.86,96.53,1.14,351.0,2.66,49.64,0.0,13.88,,N,,12.37,101392.46,101394.15,12.62
LBNL1,2025-09-04T15:30:00Z,98171.0,13.03,12.0,96.54,0.67,18.97,2.66,57.08,0.0,13.88,,NNE,,12.49,101384.2,101384.5,12.74
LBNL1,2025-09-04T15:45:00Z,98180.0,13.13,12.07,96.54,1.16,23.42,3.38,75.54,0.0,13.87,,NNE,,12.59,101393.49,101392.6,12.85
LBNL1,2025-09-04T16:00:00Z,98178.0,13.18,12.12,96.54,1.77,12.65,3.55,81.0,0.0,13.84,,NNE,,12.64,101391.43,101389.97,12.9
LBNL1,2025-09-04T16:15:00Z,98189.0,13.41,12.31,96.48,1.15,16.63,4.37,87.6,0.0,13.84,,NNE,,12.86,101402.79,101398.73,13.12
LBNL1,2025-09-04T16:30:00Z,98192.0,13.39,12.29,96.4,1.93,40.47,4.57,96.1,0.0,13.84,,NE,,12.82,101405.89,101402.02,13.09
LBNL1,2025-09-04T16:45:00Z,98209.0,13.29,12.2,96.33,2.78,50.59,5.36,105.9,0.0,13.84,,NE,,12.71,101423.44,101420.72,12.99
LBNL1,2025-09-04T17:00:00Z,98214.0,13.37,12.17,96.09,2.38,62.04,4.91,140.3,0.0,13.84,,ENE,,12.75,101428.61,101425.05,13.04
LBNL1,2025-09-04T17:15:00Z,98220.0,13.41,12.18,94.56,2.32,44.72,4.51,186.6,0.0,13.84,,NE,,12.55,101434.8,101430.75,12.93
LBNL1,2025-09-04T17:30:00Z,98227.0,13.68,12.6,89.9,1.62,22.05,3.92,180.3,0.0,13.84,,NNE,,12.04,101442.03,101434.9,12.74
LBNL1,2025-09-04T17:45:00Z,98231.0,13.82,13.04,87.96,2.21,33.27,4.47,221.1,0.0,13.81,,NNE,,11.84,101446.16,101437.46,12.69
LBNL1,2025-09-04T18:00:00Z,98223.0,14.01,13.12,87.66,2.01,41.81,4.91,225.9,0.0,13.81,,NE,,11.98,101437.9,101427.12,12.83
LBNL1,2025-09-04T18:15:00Z,98220.0,14.63,13.53,86.29,1.75,41.05,4.2,288.4,0.0,13.79,,NE,,12.34,101434.8,101416.94,13.3
LBNL1,2025-09-04T18:30:00Z,98208.0,14.86,13.65,85.37,2.24,49.03,4.61,270.9,0.0,13.78,,NE,,12.41,101422.41,101402.04,13.42
LBNL1,2025-09-04T18:45:00Z,98204.0,14.77,13.49,85.9,2.6,58.81,4.4,272.6,0.0,13.78,,ENE,,12.41,101418.28,101398.86,13.39
LBNL1,2025-09-04T19:00:00Z,98199.0,14.97,13.65,85.05,2.42,59.95,4.78,333.8,0.0,13.78,,ENE,,12.46,101413.12,101391.45,13.49
LBNL1,2025-09-04T19:15:00Z,98191.0,15.48,14.02,81.73,2.8,75.25,5.26,447.0,0.0,13.77,,ENE,,12.34,101404.85,101377.52,13.62
LBNL1,2025-09-04T19:30:00Z,98177.0,15.66,14.16,80.75,2.54,52.11,4.57,510.5,0.0,13.74,,NE,,12.33,101390.4,101361.02,13.69
LBNL1,2025-09-04T19:45:00Z,98168.0,16.09,14.77,79.47,2.4,63.82,5.7,415.9,0.0,13.72,,ENE,,12.51,101381.1,101346.9,13.96
LBNL1,2025-09-04T20:00:00Z,98160.0,16.01,14.52,80.07,3.22,69.18,5.73,423.5,0.0,13.72,,ENE,,12.55,101372.84,101339.62,13.94
LBNL1,2025-09-04T20:15:00Z,98139.0,16.2,14.72,79.51,2.89,67.8,5.05,577.7,0.0,13.72,,ENE,,12.62,101351.15,101315.78,14.06
LBNL1,2025-09-04T20:30:00Z,98125.0,16.89,15.34,77.0,2.75,51.08,5.91,621.6,0.0,13.68,,NE,,12.8,101336.69,101293.68,14.42
LBNL1,2025-09-04T20:45:00Z,98130.0,17.11,15.41,76.09,2.99,68.0,5.49,585.5,0.0,13.68,,ENE,,12.83,101341.86,101296.44,14.52
LBNL1,2025-09-04T21:00:00Z,98112.0,16.89,15.31,77.34,3.19,70.72,5.7,571.2,0.0,13.67,,ENE,,12.87,101323.27,101280.2,14.46
LBNL1,2025-09-04T21:15:00Z,98096.0,17.27,15.58,76.2,2.88,69.16,5.8,776.5,0.0,13.65,,ENE,,13.01,101306.75,101259.51,14.68
LBNL1,2025-09-04T21:30:00Z,98099.0,17.69,16.01,74.9,3.0,66.6,6.24,595.3,0.0,13.63,,ENE,,13.15,101309.84,101258.01,14.92
LBNL1,2025-09-04T21:45:00Z,98088.0,17.29,15.68,76.53,3.65,73.22,7.1,545.7,0.0,13.62,,ENE,,13.1,101298.48,101251.06,14.74
LBNL1,2025-09-04T22:00:00Z,98085.0,17.24,15.56,77.64,3.65,72.56,7.85,587.8,0.0,13.62,,ENE,,13.27,101295.39,101248.51,14.82
LBNL1,2025-09-04T22:15:00Z,98066.0,17.06,15.41,78.38,3.54,62.76,7.54,474.2,0.0,13.63,,ENE,,13.24,101275.76,101230.87,14.74
LBNL1,2025-09-04T22:30:00Z,98057.0,16.44,14.97,80.97,3.53,57.94,7.06,373.8,0.0,13.65,,ENE,,13.14,101266.47,101228.41,14.45
LBNL1,2025-09-04T22:45:00Z,98041.0,16.34,14.94,81.31,3.61,55.47,6.58,369.6,0.0,13.65,,NE,,13.11,101249.95,101213.05,14.39
LBNL1,2025-09-04T23:00:00Z,98036.0,16.87,15.41,79.15,3.06,35.23,6.18,413.3,0.0,13.67,,NE,,13.21,101244.78,101202.04,14.64
LBNL1,2025-09-04T23:15:00Z,98021.0,16.94,15.63,78.62,2.63,28.88,6.48,352.3,0.0,13.68,,NNE,,13.17,101229.29,101185.76,14.65
LBNL1,2025-09-04T23:30:00Z,97997.0,17.22,15.82,77.33,2.7,33.46,5.16,384.6,0.0,13.65,,NNE,,13.19,101204.51,101157.86,14.77
LBNL1,2025-09-04T23:45:00Z,97989.0,17.64,16.09,74.95,2.2,30.57,4.3,400.6,0.0,13.65,,NNE,,13.11,101196.24,101144.96,14.88
LBNL1,2025-09-05T00:00:00Z,97984.0,17.66,16.13,74.35,2.33,15.37,5.56,307.3,0.0,13.62,,NNE,,13.01,101191.08,101139.67,14.82
LBNL1,2025-09-05T00:15:00Z,97986.0,17.29,15.89,77.82,2.26,41.32,5.46,262.6,0.0,13.62,,NE,,13.35,101193.15,101145.71,14.89
LBNL1,2025-09-05T00:30:00Z,97987.0,16.42,15.12,82.12,2.71,58.65,6.58,162.2,0.0,13.63,,ENE,,13.34,101194.18,101156.44,14.55
LBNL1,2025-09-05T00:45:00Z,97977.0,16.28,15.03,83.69,2.23,42.68,6.18,123.8,0.0,13.66,,NE,,13.49,101183.85,101147.6,14.6
LBNL1,2025-09-05T01:00:00Z,97967.0,16.08,14.82,85.17,3.32,50.04,6.0,105.7,0.0,13.68,,NE,,13.57,101173.52,101139.49,14.57
LBNL1,2025-09-05T01:15:00Z,97962.0,15.84,14.63,87.13,2.38,57.43,5.36,74.12,0.0,13.7,,ENE,,13.68,101168.36,101137.04,14.54
LBNL1,2025-09-05T01:30:00Z,97942.0,15.72,14.54,88.04,2.34,53.11,5.05,39.91,0.0,13.71,,NE,,13.73,101147.71,101117.7,14.53
LBNL1,2025-09-05T01:45:00Z,97947.0,15.34,14.15,89.8,3.76,52.87,5.56,31.45,0.0,13.71,,NE,,13.66,101152.87,101127.13,14.34
LBNL1,2025-09-05T02:00:00Z,97936.0,15.33,14.16,90.48,3.47,56.03,5.87,22.26,0.0,13.75,,NE,,13.77,101141.51,101115.84,14.41
LBNL1,2025-09-05T02:15:00Z,97927.0,15.31,14.14,90.48,2.94,63.97,5.77,11.9,0.0,13.75,,ENE,,13.75,101132.21,101106.85,14.38
LBNL1,2025-09-05T02:30:00Z,97914.0,15.09,13.93,91.52,3.22,60.75,6.08,5.75,0.0,13.75,,ENE,,13.71,101118.79,101095.85,14.27
LBNL1,2025-09-05T02:45:00Z,97905.0,14.97,13.82,92.11,3.7,63.2,5.94,0.98,0.0,13.75,,ENE,,13.69,101109.49,101087.92,14.22
LBNL1,2025-09-05T03:00:00Z,97917.0,14.87,13.73,92.77,3.0,57.93,5.6,0.08,0.0,13.75,,ENE,,13.7,101121.89,101101.38,14.19
LBNL1,2025-09-05T03:15:00Z,97925.0,14.79,13.67,93.67,2.8,56.78,5.26,0.01,0.0,13.77,,ENE,,13.77,101130.15,101110.57,14.2
