DateTimeUTC,Meter_Hydros21_Cond,Meter_Hydros21_Depth,Meter_Hydros21_Temp,EnviroDIY_Mayfly_Batt
"2025-09-03 08:45:00","287.7","448.8","21.6","4.154"
"2025-09-03 09:00:00","291.3","450.5","21.7","4.154"
"2025-09-03 09:15:00","305.2","449.3","21.8","4.154"
"2025-09-03 09:30:00","304.2","443","21.6","4.154"
"2025-09-03 09:45:00","303.5","440.7","21.5","4.154"
"2025-09-03 10:00:00","314.8","441.7","21.5","4.154"
"2025-09-03 10:15:00","306.7","436.5","21.4","4.154"
"2025-09-03 10:30:00","306.7","442.5","21.2","4.154"
"2025-09-03 10:45:00","293.8","441.5","21.2","4.154"
"2025-09-03 11:00:00","354.5","458.2","21.9","4.154"
"2025-09-03 11:15:00","404.5","444.3","22.2","4.154"
"2025-09-03 11:30:00","395","443","21.8","4.154"
"2025-09-03 11:45:00","340.5","451.3","21.6","4.154"
"2025-09-03 12:00:00","331.8","442.2","21.8","4.154"
"2025-09-03 12:15:00","318.2","453.5","21.7","4.154"
"2025-09-03 12:30:00","319","438.7","21.8","4.154"
"2025-09-03 12:45:00","308.2","452.7","21.7","4.139"
"2025-09-03 13:00:00","303.5","438.5","21.8","4.139"
"2025-09-03 13:15:00","301.8","457","21.7","4.139"
"2025-09-03 13:30:00","291.7","437.8","21.8","4.139"
"2025-09-03 13:45:00","288.8","441.5","21.6","4.139"
"2025-09-03 14:00:00","289","447.7","21.6","4.139"
"2025-09-03 14:15:00","287.3","436.2","21.7","4.169"
"2025-09-03 14:30:00","289.8","440","21.5","4.169"
"2025-09-03 14:45:00","284","440.2","21.4","4.185"
"2025-09-03 15:00:00","285","451.3","21.6","4.2"
"2025-09-03 15:15:00","291.2","451.7","21.7","4.2"
"2025-09-03 15:30:00","333.2","448.7","22.1","4.2"
"2025-09-03 15:45:00","387.5","437.2","22","4.2"
"2025-09-03 16:00:00","362.2","439.7","21.6","4.245"
"2025-09-03 16:15:00","319.7","446.8","21.7","4.245"
"2025-09-03 16:30:00","308","434.2","21.7","4.382"
"2025-09-03 16:45:00","302","447.3","21.5","4.382"
"2025-09-03 17:00:00","328.7","435.3","21.6","4.397"
"2025-09-03 17:15:00","352.7","443.2","21.7","4.397"
"2025-09-03 17:30:00","353.2","435.5","21.7","4.397"
"2025-09-03 17:45:00","360.3","458.7","21.6","4.397"
"2025-09-03 18:00:00","345.5","440","21.8","4.397"
"2025-09-03 18:15:00","343.8","434.8","21.7","4.397"
"2025-09-03 18:30:00","342.5","440.2","21.6","4.397"
"2025-09-03 18:45:00","334.2","434.5","21.6","4.397"
"2025-09-03 19:00:00","335.3","445","21.7","4.397"
"2025-09-03 19:15:00","329.8","442.5","21.8","4.397"
"2025-09-03 19:30:00","360.8","457.2","22.1","4.397"
"2025-09-03 19:45:00","434.3","448.8","22.6","4.397"
"2025-09-03 20:00:00","411.7","439.7","22.3","4.397"
"2025-09-03 20:15:00","396.3","438.8","22","4.397"
"2025-09-03 20:30:00","369.7","435.8","21.8","4.412"
"2025-09-03 20:45:00","372.7","440.3","21.9","4.412"
"2025-09-03 21:00:00","363.3","434.8","21.8","4.412"
"2025-09-03 21:15:00","364.7","443","21.8","4.412"
"2025-09-03 21:30:00","356.5","435","21.7","4.412"
"2025-09-03 21:45:00","353.5","438.5","21.7","4.412"
"2025-09-03 22:00:00","348.2","452.3","21.7","4.397"
"2025-09-03 22:15:00","348.7","439.3","21.9","4.397"
"2025-09-03 22:30:00","351.8","440.5","21.8","4.397"
"2025-09-03 22:45:00","344.5","436.3","21.7","4.397"
"2025-09-03 23:00:00","350.2","443.7","21.6","4.397"
"2025-09-03 23:15:00","345.8","435","21.5","4.397"
"2025-09-03 23:30:00","343.3","442.3","21.4","4.26"
"2025-09-03 23:45:00","372.7","448.7","21.7","4.26"
"2025-09-04 00:00:00","389.5","435.8","21.98","4.245"
"2025-09-04 00:15:00","425.7","441","21.8","4.245"
"2025-09-04 00:30:00","408.7","434.5","21.6","4.245"
"2025-09-04 00:45:00","382.5","455.3","21.6","4.2"
"2025-09-04 01:00:00","364.2","437","21.8","4.23"
"2025-09-04 01:15:00","357.2","444.7","21.6","4.23"
"2025-09-04 01:30:00","349.3","437.8","21.5","4.397"
"2025-09-04 01:45:00","341.2","434.8","21.4","4.185"
"2025-09-04 02:00:00","338.7","439.7","21.5","4.185"
"2025-09-04 02:15:00","334.7","434.8","21.5","4.169"
"2025-09-04 02:30:00","333.5","445.2","21.5","4.169"
"2025-09-04 02:45:00","326.7","436","21.5","4.154"
"2025-09-04 03:00:00","327","445","21.5","4.154"
"2025-09-04 03:15:00","330.5","434.5","21.5","4.154"
"2025-09-04 03:30:00","341.7","456.8","21.42","4.154"
"2025-09-04 03:45:00","349.3","443.3","21.6","4.154"
"2025-09-04 04:00:00","359.2","451","21.6","4.169"
"2025-09-04 04:15:00","405.5","444.3","22","4.154"
"2025-09-04 04:30:00","431.5","433","21.9","4.154"
"2025-09-04 04:45:00","412.2","442.8","21.6","4.154"
"2025-09-04 05:00:00","390.3","434","21.5","4.154"
"2025-09-04 05:15:00","357.3","439","21.3","4.154"
"2025-09-04 05:30:00","346.2","435.2","21.3","4.154"
"2025-09-04 05:45:00","338.3","431.8","21.23","4.154"
"2025-09-04 06:00:00","334.3","440.5","21.3","4.154"
"2025-09-04 06:15:00","329.2","449.2","21.4","4.154"
"2025-09-04 06:30:00","345.5","449.7","21.6","4.154"
"2025-09-04 06:45:00","347.3","444.8","21.5","4.154"
"2025-09-04 07:00:00","329","448.2","21.2","4.154"
"2025-09-04 07:15:00","305.7","435.5","21.2","4.154"
"2025-09-04 07:30:00","313.7","436.7","21.3","4.154"
"2025-09-04 07:45:00","316.8","440.2","21.4","4.154"
"2025-09-04 08:00:00","312","436.7","21.5","4.154"
"2025-09-04 08:15:00","346.2","450.7","21.7","4.154"
"2025-09-04 08:30:00","428.2","448.2","22.1","4.154"
"2025-09-04 08:45:00","421.5","446","21.9","4.154"
"2025-09-04 09:00:00","388","437.5","21.5","4.154"
"2025-09-04 09:15:00","371.2","448","21.3","4.154"
"2025-09-04 09:30:00","339.5","443.8","21.3","4.154"
"2025-09-04 09:45:00","313","452.3","21.47","4.154"
"2025-09-04 10:00:00","280.7","458.2","21.6","4.154"
"2025-09-04 10:15:00","258.7","461.5","21.7","4.154"
"2025-09-04 10:30:00","274.2","457.2","21.6","4.154"
"2025-09-04 10:45:00","291.8","437.7","21.22","4.154"
"2025-09-04 11:00:00","309.3","445","21","4.154"
"2025-09-04 11:15:00","322.2","449.7","21.1","4.154"
"2025-09-04 11:30:00","337","446.3","21.3","4.154"
"2025-09-04 11:45:00","329.5","437.2","21.2","4.154"
"2025-09-04 12:00:00","328.2","437.2","21.1","4.154"
"2025-09-04 12:15:00","335.2","455.5","21.2","4.154"
"2025-09-04 12:30:00","406","449","21.9","4.154"
"2025-09-04 12:45:00","429.8","437.7","21.7","4.139"
"2025-09-04 13:00:00","404.2","431","21.2","4.139"
"2025-09-04 13:15:00","385.8","440.7","21.1","4.139"
"2025-09-04 13:30:00","350.7","448.5","21.1","4.139"
"2025-09-04 13:45:00","342.8","443","21.5","4.139"
"2025-09-04 14:00:00","339.2","433.3","21.4","4.139"
"2025-09-04 14:15:00","335.7","442.3","21.2","4.139"
"2025-09-04 14:30:00","333","434","21.1","4.169"
"2025-09-04 14:45:00","331","452","21.1","4.169"
"2025-09-04 15:00:00","329","435.7","21.1","4.169"
"2025-09-04 15:15:00","339.8","449.3","21.4","4.169"
"2025-09-04 15:30:00","342.7","436","21.5","4.2"
"2025-09-04 15:45:00","343.2","433.5","21.4","4.2"
"2025-09-04 16:00:00","341.2","439","21.2","4.275"
"2025-09-04 16:15:00","339.3","433","21.1","4.2"
"2025-09-04 16:30:00","335.2","455","21","4.2"
"2025-09-04 16:45:00","354.2","439.5","21.5","4.245"
"2025-09-04 17:00:00","373","444","21.6","4.245"
"2025-09-04 17:15:00","397.2","452.2","21.3","4.245"
"2025-09-04 17:30:00","373","445.8","21.5","4.245"
"2025-09-04 17:45:00","359.3","436.8","21.4","4.245"
"2025-09-04 18:00:00","342.7","446","21.32","4.336"
"2025-09-04 18:15:00","341.5","437","21.6","4.397"
"2025-09-04 18:30:00","345.5","437.5","21.5","4.397"
"2025-09-04 18:45:00","346.2","438.8","21.4","4.397"
"2025-09-04 19:00:00","339.7","434.3","21.4","4.397"
"2025-09-04 19:15:00","338","439.7","21.3","4.397"
"2025-09-04 19:30:00","335.8","453.5","21.3","4.397"
"2025-09-04 19:45:00","337.3","448.5","21.5","4.397"
"2025-09-04 20:00:00","339.3","436","21.6","4.397"
"2025-09-04 20:15:00","339.5","444","21.5","4.397"
"2025-09-04 20:30:00","338.3","435.8","21.4","4.397"
"2025-09-04 20:45:00","337.8","441.7","21.3","4.397"
"2025-09-04 21:00:00","360.2","449.2","21.6","4.397"
"2025-09-04 21:15:00","381.3","437","22","4.397"
"2025-09-04 21:30:00","396.3","439","21.9","4.397"
"2025-09-04 21:45:00","388.3","432.5","21.6","4.397"
"2025-09-04 22:00:00","373.7","439.2","21.5","4.397"
"2025-09-04 22:15:00","351","450.8","21.4","4.397"
"2025-09-04 22:30:00","349.8","444","21.7","4.397"
"2025-09-04 22:45:00","346.5","434.3","21.6","4.397"
"2025-09-04 23:00:00","342.2","443","21.5","4.397"
"2025-09-04 23:15:00","334.3","436.2","21.5","4.397"
"2025-09-04 23:30:00","329.8","437.3","21.5","4.351"
"2025-09-04 23:45:00","329.7","437","21.5","4.245"
"2025-09-05 00:00:00","330.5","432.3","21.4","4.397"
"2025-09-05 00:15:00","330.5","440","21.4","4.397"
"2025-09-05 00:30:00","330.5","433.7","21.4","4.397"
"2025-09-05 00:45:00","330.5","442.2","21.3","4.245"
"2025-09-05 01:00:00","327.2","451.8","21.3","4.245"
"2025-09-05 01:15:00","341.3","460.5","21.5","4.245"
"2025-09-05 01:30:00","362.2","443.5","22","4.2"
"2025-09-05 01:45:00","370.8","440.5","22.1","4.2"
"2025-09-05 02:00:00","382.8","437.3","21.8","4.185"
"2025-09-05 02:15:00","382.8","434.2","21.6","4.185"
"2025-09-05 02:30:00","347.7","437.3","21.5","4.169"
"2025-09-05 02:45:00","350.5","436.2","21.4","4.154"
"2025-09-05 03:00:00","335.3","443.7","21.4","4.154"
"2025-09-05 03:15:00","327.2","436","21.5","4.154"
"2025-09-05 03:30:00","316.3","445.5","21.6","4.154"
"2025-09-05 03:45:00","312.8","437.2","21.7","4.154"
"2025-09-05 04:00:00","315.5","465.8","21.8","4.154"
"2025-09-05 04:15:00","329.2","437.3","22.1","4.154"
"2025-09-05 04:30:00","330.7","442.3","21.9","4.154"
"2025-09-05 04:45:00","327.5","442.5","21.8","4.154"
"2025-09-05 05:00:00","325.7","434.5","21.8","4.154"
"2025-09-05 05:15:00","328.7","439.5","21.6","4.154"
"2025-09-05 05:30:00","328.3","432.7","21.5","4.154"
"2025-09-05 05:45:00","346.7","458.8","21.6","4.154"
"2025-09-05 06:00:00","374.8","435.2","22.1","4.154"
"2025-09-05 06:15:00","383.2","441.8","21.9","4.154"
"2025-09-05 06:30:00","385.2","447","21.7","4.154"
"2025-09-05 06:45:00","371.7","451.7","21.3","4.154"
"2025-09-05 07:00:00","326.8","440","21","4.154"
"2025-09-05 07:15:00","296.7","434.3","21","4.154"
"2025-09-05 07:30:00","299.3","447.5","21.3","4.154"
"2025-09-05 07:45:00","308.3","434.5","21.6","4.154"
"2025-09-05 08:00:00","311.2","443.7","21.4","4.154"
"2025-09-05 08:15:00","312.8","436","21.3","4.154"
"2025-09-05 08:30:00","313.7","440.2","21.2","4.154"
"2025-09-05 08:45:00","316","439.5","21.2","4.154"
"2025-09-05 09:00:00","318","437.3","21.2","4.154"
"2025-09-05 09:15:00","327.2","441.2","21.2","4.154"
"2025-09-05 09:30:00","324.7","438.2","21.1","4.154"
"2025-09-05 09:45:00","322.5","460.2","21.1","4.154"
"2025-09-05 10:00:00","338.2","442.3","21.5","4.154"
"2025-09-05 10:15:00","376.5","463.8","21.6","4.154"
"2025-09-05 10:30:00","392.2","438.2","21.9","4.154"
"2025-09-05 10:45:00","379.8","467.2","21.5","4.154"
"2025-09-05 11:00:00","353.3","443.8","21.6","4.154"
"2025-09-05 11:15:00","329.8","464.7","21.3","4.154"
"2025-09-05 11:30:00","320.7","438.2","21.5","4.154"
"2025-09-05 11:45:00","315","439.5","21.3","4.154"
"2025-09-05 12:00:00","314.7","451","21.6","4.154"
"2025-09-05 12:15:00","311.5","434.5","21.6","4.154"
"2025-09-05 12:30:00","315.3","439.3","21.6","4.154"
"2025-09-05 12:45:00","346","445.2","21.6","4.154"
"2025-09-05 13:00:00","340.2","443.7","21.6","4.154"
"2025-09-05 13:15:00","333.8","432.3","21.4","4.154"
"2025-09-05 13:30:00","328.7","441.3","21.2","4.139"
"2025-09-05 13:45:00","326.8","457.5","21.1","4.139"
"2025-09-05 14:00:00","317.2","438","21.4","4.139"
"2025-09-05 14:15:00","317.3","435.5","21.4","4.139"
"2025-09-05 14:30:00","325.5","456.7","21.3","4.139"
"2025-09-05 14:45:00","363.7","441.3","21.8","4.169"
"2025-09-05 15:00:00","382.8","433.7","21.8","4.169"
"2025-09-05 15:15:00","378.3","453.2","21.7","4.169"
"2025-09-05 15:30:00","359.2","438.2","21.8","4.185"
"2025-09-05 15:45:00","355","444.3","21.6","4.2"
"2025-09-05 16:00:00","348.8","435.2","21.5","4.2"
"2025-09-05 16:15:00","337.8","442.5","21.3","4.2"
"2025-09-05 16:30:00","334.7","436","21.3","4.2"
"2025-09-05 16:45:00","327.7","443.3","21.3","4.245"
"2025-09-05 17:00:00","327.5","440.3","21.6","4.245"
"2025-09-05 17:15:00","329.3","435","21.6","4.306"
"2025-09-05 17:30:00","330.3","438.8","21.4","4.382"
"2025-09-05 17:45:00","329","433.2","21.3","4.382"
"2025-09-05 18:00:00","325.8","439.2","21.2","4.382"
"2025-09-05 18:15:00","325","434.7","21.3","4.382"
"2025-09-05 18:30:00","323","444","21.3","4.397"
"2025-09-05 18:45:00","342.7","447.3","21.6","4.397"
"2025-09-05 19:00:00","416.5","458.5","22.3","4.397"
"2025-09-05 19:15:00","400.7","436.2","22.2","4.397"
"2025-09-05 19:30:00","370.7","440.8","21.9","4.397"
"2025-09-05 19:45:00","366.8","435.5","21.8","4.397"
"2025-09-05 20:00:00","346.8","435.5","21.8","4.397"
"2025-09-05 20:15:00","340.8","439.3","21.7","4.397"
"2025-09-05 20:30:00","334.3","435","21.7","4.397"
"2025-09-05 20:45:00","329","440.8","21.7","4.397"
"2025-09-05 21:00:00","327.3","436.2","21.7","4.397"
"2025-09-05 21:15:00","327.2","445.2","21.7","4.397"
"2025-09-05 21:30:00","334","442","21.9","4.397"
"2025-09-05 21:45:00","335.2","443.7","21.9","4.397"
"2025-09-05 22:00:00","334.5","437.3","21.7","4.397"
"2025-09-05 22:15:00","333.7","437","21.6","4.397"
"2025-09-05 22:30:00","331.2","440","21.5","4.397"
"2025-09-05 22:45:00","324.5","433.2","21.5","4.397"
"2025-09-05 23:00:00","352.2","456","21.7","4.397"
"2025-09-05 23:15:00","378.7","435.7","22.2","4.275"
"2025-09-05 23:30:00","394","444.5","21.9","4.245"
"2025-09-05 23:45:00","393.3","435.3","21.8","4.245"
"2025-09-06 00:00:00","367.5","442","21.6","4.245"
"2025-09-06 00:15:00","343.8","443.8","21.83","4.245"
"2025-09-06 00:30:00","338.5","434.5","21.8","4.245"
"2025-09-06 00:45:00","336.8","442.7","21.7","4.245"
"2025-09-06 01:00:00","330.7","433","21.6","4.23"
"2025-09-06 01:15:00","330.7","443.8","21.58","4.23"
"2025-09-06 01:30:00","324.7","435","21.5","4.23"
"2025-09-06 01:45:00","323.5","442","21.5","4.245"
"2025-09-06 02:00:00","314.5","440.8","21.6","4.185"
"2025-09-06 02:15:00","314.5","436.5","21.7","4.169"
"2025-09-06 02:30:00","320.8","441","21.7","4.169"
"2025-09-06 02:45:00","324.5","434","21.68","4.154"
"2025-09-06 03:00:00","327","440.3","21.6","4.154"
"2025-09-06 03:15:00","332.5","463.3","21.7","4.154"
"2025-09-06 03:30:00","406.2","450.2","22.6","4.154"
"2025-09-06 03:45:00","398","438.5","22.3","4.154"
"2025-09-06 04:00:00","398","444.5","21.9","4.154"
"2025-09-06 04:15:00","374","438","21.7","4.154"
"2025-09-06 04:30:00","343.7","437.8","21.6","4.154"
"2025-09-06 04:45:00","333.2","438.3","21.5","4.154"
"2025-09-06 05:00:00","322.3","435","21.5","4.154"
"2025-09-06 05:15:00","322.7","445.3","21.5","4.154"
"2025-09-06 05:30:00","317.2","436.2","21.5","4.154"
"2025-09-06 05:45:00","316","447.3","21.5","4.154"
"2025-09-06 06:00:00","316.8","437.3","21.5","4.154"
"2025-09-06 06:15:00","313.2","441.3","21.4","4.154"
"2025-09-06 06:30:00","322.3","461.7","21.6","4.154"
"2025-09-06 06:45:00","299.8","451.3","21.8","4.154"
"2025-09-06 07:00:00","276.8","452.3","21.7","4.154"
"2025-09-06 07:15:00","280.5","441","21.6","4.154"
"2025-09-06 07:30:00","291","447.8","21.5","4.154"
"2025-09-06 07:45:00","328.7","450.8","22","4.154"
"2025-09-06 08:00:00","391.7","449.3","22.2","4.154"
"2025-09-06 08:15:00","384.2","438.2","21.9","4.154"
"2025-09-06 08:30:00","368.3","445.5","21.6","4.154"
"2025-09-06 08:45:00","342.7","440.3","21.5","4.154"
"2025-09-06 09:00:00","332.8","440","21.5","4.154"
"2025-09-06 09:15:00","325","440.2","21.5","4.154"
"2025-09-06 09:30:00","322","454.3","21.6","4.154"
"2025-09-06 09:45:00","330.5","444.8","21.82","4.154"
"2025-09-06 10:00:00","328.5","438.3","21.7","4.154"
"2025-09-06 10:15:00","330.2","448.3","21.6","4.154"
"2025-09-06 10:30:00","318.2","439","21.7","4.154"
"2025-09-06 10:45:00","346","448.5","21.7","4.154"
"2025-09-06 11:00:00","341.3","437.3","21.6","4.154"
"2025-09-06 11:15:00","331.3","443.3","21.5","4.154"
"2025-09-06 11:30:00","321.8","441","21.5","4.154"
"2025-09-06 11:45:00","323.7","463.5","21.6","4.154"
"2025-09-06 12:00:00","343.8","458.8","22","4.154"
"2025-09-06 12:15:00","408.8","440.7","22.4","4.154"
"2025-09-06 12:30:00","420","445.8","22.1","4.154"
"2025-09-06 12:45:00","386.8","446.5","21.8","4.154"
"2025-09-06 13:00:00","355.2","446.8","21.7","4.154"
"2025-09-06 13:15:00","340.5","439","21.7","4.139"
"2025-09-06 13:30:00","336.8","446.8","21.7","4.139"
"2025-09-06 13:45:00","328.2","438.8","21.7","4.139"
"2025-09-06 14:00:00","319.7","443.2","21.5","4.139"
"2025-09-06 14:15:00","319.7","443","21.5","4.139"
"2025-09-06 14:30:00","312","439.8","21.5","4.139"
"2025-09-06 14:45:00","312","443.3","21.5","4.169"
"2025-09-06 15:00:00","318.7","452.3","21.7","4.169"
"2025-09-06 15:15:00","326.8","448.8","21.8","4.169"
"2025-09-06 15:30:00","327","441.2","21.7","4.185"
"2025-09-06 15:45:00","328","449.7","21.5","4.2"
"2025-09-06 16:00:00","315.7","441","21.5","4.2"
"2025-09-06 16:15:00","315","449","21.5","4.2"
"2025-09-06 16:30:00","353","453.2","21.9","4.215"
"2025-09-06 16:45:00","375.8","443.8","22.2","4.291"
"2025-09-06 17:00:00","390.2","443.8","21.9","4.245"
"2025-09-06 17:15:00","374","440.5","21.7","4.306"
"2025-09-06 17:30:00","346.2","444.3","21.5","4.382"
"2025-09-06 17:45:00","333.2","439.5","21.5","4.382"
"2025-09-06 18:00:00","327.3","447.2","21.5","4.382"
"2025-09-06 18:15:00","320","440.5","21.5","4.382"
"2025-09-06 18:30:00","317.3","460.8","21.5","4.382"
"2025-09-06 18:45:00","327.3","449.3","21.8","4.397"
"2025-09-06 19:00:00","328.7","444.7","21.9","4.397"
"2025-09-06 19:15:00","329.7","443","21.8","4.397"
"2025-09-06 19:30:00","321.5","438.2","21.7","4.397"
"2025-09-06 19:45:00","320.7","446.3","21.7","4.397"
"2025-09-06 20:00:00","316.8","441.2","21.7","4.397"
"2025-09-06 20:15:00","314.5","447.3","21.7","4.397"
"2025-09-06 20:30:00","316.2","440.7","21.8","4.397"
"2025-09-06 20:45:00","316.2","464.7","21.8","4.397"
"2025-09-06 21:00:00","344.5","450.7","22.3","4.397"
"2025-09-06 21:15:00","375.7","442.7","22.5","4.412"
"2025-09-06 21:30:00","407.2","444.2","22.2","4.412"
"2025-09-06 21:45:00","375.7","437.2","22","4.412"
"2025-09-06 22:00:00","358.2","446.5","21.8","4.397"
"2025-09-06 22:15:00","340.8","438.3","21.7","4.397"
"2025-09-06 22:30:00","326","450.5","21.6","4.397"
"2025-09-06 22:45:00","326","453.7","21.7","4.397"
"2025-09-06 23:00:00","329.7","447.5","21.9","4.397"
"2025-09-06 23:15:00","334.2","442.2","21.8","4.397"
"2025-09-06 23:30:00","324.8","440.2","21.7","4.245"
"2025-09-06 23:45:00","315.8","445.7","21.7","4.245"
"2025-09-07 00:00:00","310.7","443.7","21.7","4.245"
"2025-09-07 00:15:00","307.3","450","21.78","4.245"
"2025-09-07 00:30:00","310.5","440.3","21.8","4.245"
"2025-09-07 00:45:00","313.2","449.5","21.7","4.245"
"2025-09-07 01:00:00","313.3","441.7","21.7","4.23"
"2025-09-07 01:15:00","321.7","463.7","21.7","4.23"
"2025-09-07 01:30:00","360.2","447.7","22.3","4.23"
"2025-09-07 01:45:00","384.5","438.7","22.3","4.23"
"2025-09-07 02:00:00","408.8","449","21.9","4.185"
"2025-09-07 02:15:00","355.5","441.8","21.7","4.185"
"2025-09-07 02:30:00","334.2","449","21.7","4.169"
"2025-09-07 02:45:00","317.2","443.5","21.7","4.169"
"2025-09-07 03:00:00","318.3","458.8","22","4.154"
"2025-09-07 03:15:00","331.7","445.2","22.2","4.154"
"2025-09-07 03:30:00","316.3","442.5","22","4.154"
"2025-09-07 03:45:00","313","445.7","21.9","4.154"
"2025-09-07 04:00:00","303.8","440.3","21.8","4.154"
"2025-09-07 04:15:00","304","447.8","21.8","4.154"
"2025-09-07 04:30:00","296.5","441.2","21.7","4.154"
"2025-09-07 04:45:00","301.7","452.2","21.7","4.154"
"2025-09-07 05:00:00","298.7","443","21.7","4.154"
"2025-09-07 05:15:00","298.3","450.5","21.7","4.154"
"2025-09-07 05:30:00","298.5","446.2","21.7","4.154"
"2025-09-07 05:45:00","304.7","461.3","21.9","4.154"
"2025-09-07 06:00:00","357.8","447.7","22.4","4.154"
"2025-09-07 06:15:00","387.2","442","22.2","4.154"
"2025-09-07 06:30:00","387.7","449.2","21.9","4.154"
"2025-09-07 06:45:00","348.7","442.2","21.8","4.154"
"2025-09-07 07:00:00","323.3","451.7","21.7","4.154"
"2025-09-07 07:15:00","310","446.5","21.7","4.154"
"2025-09-07 07:30:00","317.8","459.5","21.9","4.154"
"2025-09-07 07:45:00","319.8","446.3","22","4.154"
"2025-09-07 08:00:00","314.5","442.5","21.9","4.154"
"2025-09-07 08:15:00","309.5","447.7","21.9","4.154"
"2025-09-07 08:30:00","301.2","440.2","21.8","4.154"
"2025-09-07 08:45:00","300.3","449.8","21.8","4.154"
"2025-09-07 09:00:00","298.5","445","21.7","4.154"
"2025-09-07 09:15:00","305.8","457.2","21.6","4.154"
"2025-09-07 09:30:00","300.8","454","21.6","4.154"
"2025-09-07 09:45:00","287","466","21.8","4.154"
"2025-09-07 10:00:00","270.8","464.2","22","4.154"
"2025-09-07 10:15:00","308.8","466.7","22.1","4.154"
"2025-09-07 10:30:00","366.2","459.3","22.2","4.154"
"2025-09-07 10:45:00","372.7","447.8","21.7","4.154"
"2025-09-07 11:00:00","380.5","459.2","21.6","4.154"
"2025-09-07 11:15:00","363.5","451.2","21.7","4.154"
"2025-09-07 11:30:00","356.8","455.2","21.7","4.154"
"2025-09-07 11:45:00","339.2","444.3","21.6","4.154"
"2025-09-07 12:00:00","330.2","449","21.6","4.154"
"2025-09-07 12:15:00","323","457","21.7","4.154"
"2025-09-07 12:30:00","338.7","448.8","21.8","4.154"
"2025-09-07 12:45:00","335.2","451.2","21.7","4.154"
"2025-09-07 13:00:00","325","443.3","21.6","4.154"
"2025-09-07 13:15:00","316.8","451.5","21.6","4.154"
"2025-09-07 13:30:00","309.3","444.3","21.6","4.154"
"2025-09-07 13:45:00","306.7","453.2","21.6","4.139"
"2025-09-07 14:00:00","307.7","455.2","21.7","4.139"
"2025-09-07 14:15:00","324.8","456.3","21.8","4.169"
"2025-09-07 14:30:00","316.2","460","21.7","4.169"
"2025-09-07 14:45:00","364.5","457.5","22.1","4.185"
"2025-09-07 15:00:00","433.3","453.3","22.4","4.185"
"2025-09-07 15:15:00","392.7","446.2","21.9","4.2"
"2025-09-07 15:30:00","375.7","453.5","21.6","4.306"
"2025-09-07 15:45:00","345","443.2","21.5","4.382"
"2025-09-07 16:00:00","337.8","454","21.4","4.382"
"2025-09-07 16:15:00","325.8","457","21.5","4.382"
"2025-09-07 16:30:00","335.5","458.5","21.8","4.382"
"2025-09-07 16:45:00","328.5","449.8","21.8","4.397"
"2025-09-07 17:00:00","319.3","445","21.7","4.397"
"2025-09-07 17:15:00","319.3","451.2","21.7","4.397"
"2025-09-07 17:30:00","312.8","443.5","21.7","4.397"
"2025-09-07 17:45:00","313.8","452.7","21.7","4.397"
"2025-09-07 18:00:00","309.3","445.2","21.7","4.397"
"2025-09-07 18:15:00","311.3","451.7","21.7","4.397"
