DateTimeUTC,Meter_Hydros21_Cond,Meter_Hydros21_Depth,Meter_Hydros21_Temp,EnviroDIY_Mayfly_Batt
"2025-10-02 22:15:00","277.2","490.3","20.5","4.382"
"2025-10-02 22:30:00","271.5","480.5","20.5","4.382"
"2025-10-02 22:45:00","270.7","485.5","20.5","4.382"
"2025-10-02 23:00:00","268.5","479.7","20.5","4.382"
"2025-10-02 23:15:00","269.7","488.3","20.5","4.397"
"2025-10-02 23:30:00","269","475.8","20.5","4.26"
"2025-10-02 23:45:00","268.8","486.2","20.5","4.26"
"2025-10-03 00:00:00","269.3","479.2","20.6","4.26"
"2025-10-03 00:15:00","274.2","497.7","20.7","4.26"
"2025-10-03 00:30:00","293","479.2","21.1","4.26"
"2025-10-03 00:45:00","385","487.8","21.2","4.26"
"2025-10-03 01:00:00","372.7","486.8","21.1","4.26"
"2025-10-03 01:15:00","354.7","488.8","21.1","4.2"
"2025-10-03 01:30:00","341.3","479.3","21.1","4.169"
"2025-10-03 01:45:00","329.5","487.3","21","4.169"
"2025-10-03 02:00:00","308.2","480","20.8","4.154"
"2025-10-03 02:15:00","300","484.5","20.8","4.154"
"2025-10-03 02:30:00","290.3","478.8","20.7","4.154"
"2025-10-03 02:45:00","284","478","20.7","4.154"
"2025-10-03 03:00:00","284.5","483.8","20.7","4.154"
"2025-10-03 03:15:00","280.2","478.2","20.7","4.154"
"2025-10-03 03:30:00","276.3","485.3","20.8","4.154"
"2025-10-03 03:45:00","275.5","479","20.9","4.154"
"2025-10-03 04:00:00","273.7","489","20.9","4.154"
"2025-10-03 04:15:00","268.7","478.8","20.9","4.154"
"2025-10-03 04:30:00","264.7","488.2","20.9","4.154"
"2025-10-03 04:45:00","262.7","481","20.9","4.154"
"2025-10-03 05:00:00","262.8","491","20.9","4.154"
"2025-10-03 05:15:00","264","498.8","20.9","4.154"
"2025-10-03 05:30:00","272.5","492","20.9","4.154"
"2025-10-03 05:45:00","298.7","494.5","21.1","4.154"
"2025-10-03 06:00:00","327.8","488.3","21.3","4.154"
"2025-10-03 06:15:00","398.2","482","21.5","4.154"
"2025-10-03 06:30:00","423.8","482.3","21.3","4.154"
"2025-10-03 06:45:00","391.2","486","21","4.154"
"2025-10-03 07:00:00","366.3","481.3","21","4.154"
"2025-10-03 07:15:00","341","484.7","21","4.154"
"2025-10-03 07:30:00","336.2","478.7","21","4.154"
"2025-10-03 07:45:00","335.2","490.3","20.9","4.154"
"2025-10-03 08:00:00","315.8","478","20.8","4.154"
"2025-10-03 08:15:00","312.8","489.7","20.7","4.154"
"2025-10-03 08:30:00","301.5","480","20.6","4.154"
"2025-10-03 08:45:00","301.8","489.3","20.6","4.154"
"2025-10-03 09:00:00","296.7","480.3","20.5","4.154"
"2025-10-03 09:15:00","294.5","488.5","20.5","4.154"
"2025-10-03 09:30:00","291.5","481.5","20.5","4.154"
"2025-10-03 09:45:00","289","483.5","20.5","4.154"
"2025-10-03 10:00:00","287.2","482","20.5","4.154"
"2025-10-03 10:15:00","285.8","479.8","20.4","4.154"
"2025-10-03 10:30:00","289","490.7","20.5","4.154"
"2025-10-03 10:45:00","289.7","483.3","20.5","4.154"
"2025-10-03 11:00:00","295.5","487.5","20.6","4.139"
"2025-10-03 11:15:00","311.3","509.3","20.8","4.154"
"2025-10-03 11:30:00","318.8","492.3","20.9","4.154"
"2025-10-03 11:45:00","392","481.5","21.1","4.139"
"2025-10-03 12:00:00","458.8","491","21.1","4.139"
"2025-10-03 12:15:00","412.7","482.2","20.9","4.139"
"2025-10-03 12:30:00","393.5","492.7","20.7","4.139"
"2025-10-03 12:45:00","359.8","481.3","20.5","4.139"
"2025-10-03 13:00:00","334.5","491","20.4","4.139"
"2025-10-03 13:15:00","326","484","20.4","4.139"
"2025-10-03 13:30:00","316.2","486.2","20.3","4.139"
"2025-10-03 13:45:00","314","484","20.3","4.139"
"2025-10-03 14:00:00","308.8","480.8","20.3","4.154"
"2025-10-03 14:15:00","310","487.7","20.3","4.139"
"2025-10-03 14:30:00","305.3","479.7","20.2","4.169"
"2025-10-03 14:45:00","308","489.2","20.2","4.2"
"2025-10-03 15:00:00","304","480.7","20.2","4.215"
"2025-10-03 15:15:00","305.7","491.5","20.2","4.185"
"2025-10-03 15:30:00","305.3","480","20.2","4.215"
"2025-10-03 15:45:00","305.7","490.5","20.2","4.215"
"2025-10-03 16:00:00","305","491.7","20.2","4.26"
"2025-10-03 16:15:00","306.8","493.2","20.3","4.351"
"2025-10-03 16:30:00","309.8","484.2","20.4","4.26"
"2025-10-03 16:45:00","322.7","491.5","20.6","4.26"
"2025-10-03 17:00:00","331.7","493.2","20.7","4.321"
"2025-10-03 17:15:00","340.3","487.5","20.8","4.382"
"2025-10-03 17:30:00","449","487.7","21.1","4.382"
"2025-10-03 17:45:00","431.8","480.7","21","4.397"
"2025-10-03 18:00:00","413.7","490","20.8","4.382"
"2025-10-03 18:15:00","382","479","20.6","4.397"
"2025-10-03 18:30:00","364","490.2","20.5","4.382"
"2025-10-03 18:45:00","352.7","482.5","20.5","4.382"
"2025-10-03 19:00:00","350.5","493.2","20.6","4.382"
"2025-10-03 19:15:00","336.5","482.8","20.6","4.397"
"2025-10-03 19:30:00","332.2","492.2","20.6","4.397"
"2025-10-03 19:45:00","320.2","482.8","20.6","4.397"
"2025-10-03 20:00:00","318","485","20.5","4.397"
"2025-10-03 20:15:00","314.5","482","20.5","4.397"
"2025-10-03 20:30:00","310.8","477.8","20.5","4.397"
"2025-10-03 20:45:00","310.8","486.5","20.6","4.412"
"2025-10-03 21:00:00","308.8","478.3","20.7","4.412"
"2025-10-03 21:15:00","310.2","487","20.7","4.412"
"2025-10-03 21:30:00","310.7","483.8","20.8","4.412"
"2025-10-03 21:45:00","320.8","495.7","21","4.412"
"2025-10-03 22:00:00","348.8","483.2","21.1","4.397"
"2025-10-03 22:15:00","337.8","494.2","21","4.397"
"2025-10-03 22:30:00","329.2","499.2","20.9","4.397"
"2025-10-03 22:45:00","332.5","494.8","20.9","4.397"
"2025-10-03 23:00:00","370.2","487.8","21.2","4.397"
"2025-10-03 23:15:00","460.3","487","21.3","4.397"
"2025-10-03 23:30:00","433.5","489.7","21.1","4.26"
"2025-10-03 23:45:00","392.2","481.7","20.8","4.2"
"2025-10-04 00:00:00","375","488.2","20.7","4.2"
"2025-10-04 00:15:00","358.2","479.5","20.7","4.2"
"2025-10-04 00:30:00","345.8","491.3","20.6","4.2"
"2025-10-04 00:45:00","331.8","479.3","20.6","4.245"
"2025-10-04 01:00:00","329.7","488","20.5","4.2"
"2025-10-04 01:15:00","324.8","479.8","20.5","4.185"
"2025-10-04 01:30:00","322","483.8","20.5","4.169"
"2025-10-04 01:45:00","321.8","480.2","20.5","4.169"
"2025-10-04 02:00:00","315.5","477.2","20.5","4.169"
"2025-10-04 02:15:00","316.8","484.5","20.5","4.169"
"2025-10-04 02:30:00","313.7","473.7","20.5","4.154"
"2025-10-04 02:45:00","313.8","482.8","20.5","4.154"
"2025-10-04 03:00:00","309.2","476","20.5","4.154"
"2025-10-04 03:15:00","311.8","489.8","20.4","4.154"
"2025-10-04 03:30:00","309.8","485","20.4","4.154"
"2025-10-04 03:45:00","315.3","494","20.5","4.154"
"2025-10-04 04:00:00","331.5","486","20.7","4.154"
"2025-10-04 04:15:00","348.3","495.2","20.7","4.154"
"2025-10-04 04:30:00","372.3","489","20.8","4.154"
"2025-10-04 04:45:00","460.2","487","21.1","4.154"
"2025-10-04 05:00:00","482","490.2","21","4.154"
"2025-10-04 05:15:00","447.8","480.2","20.9","4.154"
"2025-10-04 05:30:00","402.8","488","20.7","4.154"
"2025-10-04 05:45:00","385.2","481.3","20.6","4.154"
"2025-10-04 06:00:00","368.7","491.3","20.5","4.154"
"2025-10-04 06:15:00","351.2","479.3","20.5","4.154"
"2025-10-04 06:30:00","341","488.5","20.4","4.154"
"2025-10-04 06:45:00","328","482.2","20.4","4.154"
"2025-10-04 07:00:00","324.3","484.7","20.4","4.154"
"2025-10-04 07:15:00","319.7","480.7","20.4","4.154"
"2025-10-04 07:30:00","311.2","479.8","20.33","4.154"
"2025-10-04 07:45:00","316","484.5","20.3","4.154"
"2025-10-04 08:00:00","313.7","476.5","20.3","4.154"
"2025-10-04 08:15:00","315.2","485.5","20.3","4.154"
"2025-10-04 08:30:00","310.7","478.2","20.2","4.154"
"2025-10-04 08:45:00","316.7","491.3","20.2","4.154"
"2025-10-04 09:00:00","311.3","480","20.2","4.154"
"2025-10-04 09:15:00","311.7","495.8","20.3","4.154"
"2025-10-04 09:30:00","325.2","487.2","20.5","4.154"
"2025-10-04 09:45:00","357","507.5","20.7","4.154"
"2025-10-04 10:00:00","370","489","20.8","4.154"
"2025-10-04 10:15:00","494.8","493.2","21.1","4.154"
"2025-10-04 10:30:00","477.8","490.5","21.1","4.154"
"2025-10-04 10:45:00","442.7","486","20.8","4.154"
"2025-10-04 11:00:00","419.8","489","20.6","4.154"
"2025-10-04 11:15:00","389.2","482.8","20.5","4.154"
"2025-10-04 11:30:00","372.8","494.3","20.4","4.154"
"2025-10-04 11:45:00","357.7","483.2","20.4","4.154"
"2025-10-04 12:00:00","359.3","493","20.4","4.154"
"2025-10-04 12:15:00","347.7","485.2","20.4","4.154"
"2025-10-04 12:30:00","340.7","490.8","20.3","4.139"
"2025-10-04 12:45:00","337.5","482.3","20.3","4.139"
"2025-10-04 13:00:00","330","485.2","20.3","4.139"
"2025-10-04 13:15:00","328.8","486.8","20.3","4.139"
"2025-10-04 13:30:00","323.5","481","20.2","4.139"
"2025-10-04 13:45:00","326","486.8","20.2","4.139"
"2025-10-04 14:00:00","323.7","480","20.2","4.139"
"2025-10-04 14:15:00","325.8","493.2","20.2","4.139"
"2025-10-04 14:30:00","321.2","480","20.2","4.169"
"2025-10-04 14:45:00","323.8","491.8","20.2","4.185"
"2025-10-04 15:00:00","323","489.2","20.2","4.2"
"2025-10-04 15:15:00","331.3","510.3","20.3","4.215"
"2025-10-04 15:30:00","352.2","491.5","20.5","4.382"
"2025-10-04 15:45:00","363.5","495.8","20.7","4.397"
"2025-10-04 16:00:00","494.8","493","21.1","4.397"
"2025-10-04 16:15:00","455.3","486.8","20.9","4.397"
"2025-10-04 16:30:00","432.8","491.5","20.6","4.397"
"2025-10-04 16:45:00","404.7","485.7","20.4","4.397"
"2025-10-04 17:00:00","388.5","495.8","20.3","4.397"
"2025-10-04 17:15:00","372.3","484.3","20.3","4.397"
"2025-10-04 17:30:00","364.7","495.2","20.3","4.397"
"2025-10-04 17:45:00","355.3","487.2","20.3","4.397"
"2025-10-04 18:00:00","353.2","488.7","20.4","4.397"
"2025-10-04 18:15:00","345.7","487.5","20.4","4.397"
"2025-10-04 18:30:00","342.2","480.2","20.4","4.397"
"2025-10-04 18:45:00","346.2","490.3","20.5","4.397"
"2025-10-04 19:00:00","337.3","481.3","20.5","4.397"
"2025-10-04 19:15:00","333.7","491.7","20.6","4.397"
"2025-10-04 19:30:00","331.8","482.5","20.6","4.397"
"2025-10-04 19:45:00","331","490.7","20.6","4.412"
"2025-10-04 20:00:00","328.7","483.5","20.6","4.412"
"2025-10-04 20:15:00","322.7","486.7","20.6","4.412"
"2025-10-04 20:30:00","327.7","488.7","20.7","4.412"
"2025-10-04 20:45:00","325.3","479.8","20.7","4.412"
"2025-10-04 21:00:00","326.5","508.5","20.8","4.412"
"2025-10-04 21:15:00","332.3","490.5","21","4.412"
"2025-10-04 21:30:00","402.7","501.7","21.5","4.412"
"2025-10-04 21:45:00","467.7","488.3","21.5","4.397"
"2025-10-04 22:00:00","451.3","499.2","21.2","4.321"
"2025-10-04 22:15:00","408.2","489.7","21","4.397"
"2025-10-04 22:30:00","388.3","488.5","20.8","4.382"
"2025-10-04 22:45:00","381","487.5","20.7","4.275"
"2025-10-04 23:00:00","357.3","482","20.6","4.397"
"2025-10-04 23:15:00","357.7","492","20.6","4.321"
"2025-10-04 23:30:00","349.2","482","20.6","4.245"
"2025-10-04 23:45:00","346","493","20.5","4.2"
"2025-10-05 00:00:00","340.7","484.8","20.5","4.2"
"2025-10-05 00:15:00","340.7","489","20.5","4.2"
"2025-10-05 00:30:00","337","485.3","20.5","4.2"
"2025-10-05 00:45:00","336","483","20.5","4.2"
"2025-10-05 01:00:00","334.2","492","20.5","4.185"
"2025-10-05 01:15:00","336.2","480.5","20.6","4.185"
"2025-10-05 01:30:00","340.3","491.5","20.6","4.169"
"2025-10-05 01:45:00","333.8","483","20.5","4.154"
"2025-10-05 02:00:00","335.3","491.7","20.5","4.154"
"2025-10-05 02:15:00","334.3","484","20.5","4.154"
"2025-10-05 02:30:00","330.7","495.3","20.5","4.154"
"2025-10-05 02:45:00","329.7","496.5","20.5","4.154"
"2025-10-05 03:00:00","347","494.5","20.6","4.154"
"2025-10-05 03:15:00","504.8","499.3","21.1","4.154"
"2025-10-05 03:30:00","495.8","491.7","21.1","4.154"
"2025-10-05 03:45:00","456.3","502","21","4.154"
"2025-10-05 04:00:00","421.2","490.5","20.8","4.154"
"2025-10-05 04:15:00","381.7","498.3","20.6","4.154"
"2025-10-05 04:30:00","373.8","491.7","20.5","4.154"
"2025-10-05 04:45:00","361.8","488.2","20.4","4.154"
"2025-10-05 05:00:00","358.7","489","20.38","4.154"
"2025-10-05 05:15:00","346.5","482.5","20.3","4.154"
"2025-10-05 05:30:00","349","493.3","20.3","4.154"
"2025-10-05 05:45:00","337.8","485","20.3","4.154"
"2025-10-05 06:00:00","335.3","495.7","20.3","4.154"
"2025-10-05 06:15:00","334.3","488.5","20.2","4.154"
"2025-10-05 06:30:00","333.5","490.5","20.2","4.154"
"2025-10-05 06:45:00","326.7","488.8","20.2","4.154"
"2025-10-05 07:00:00","324.2","484.3","20.2","4.154"
"2025-10-05 07:15:00","325.2","493.8","20.2","4.154"
"2025-10-05 07:30:00","321.3","482.7","20.2","4.154"
"2025-10-05 07:45:00","323.7","493.5","20.2","4.154"
"2025-10-05 08:00:00","320","495","20.2","4.154"
"2025-10-05 08:15:00","318.5","505.7","20.2","4.154"
"2025-10-05 09:00:00","445.8","500.5","20.8","4.154"
"2025-10-05 09:15:00","441.3","495.7","20.7","4.154"
"2025-10-05 09:30:00","444.8","497.8","20.7","4.154"
"2025-10-05 09:45:00","421.7","490","20.6","4.154"
"2025-10-05 10:00:00","398.5","499.7","20.4","4.154"
"2025-10-05 10:15:00","375.5","487.7","20.3","4.154"
"2025-10-05 10:30:00","362.7","497","20.2","4.139"
"2025-10-05 10:45:00","353","491.2","20.1","4.139"
"2025-10-05 11:00:00","348.8","489.7","20.1","4.139"
"2025-10-05 11:15:00","342.8","490.3","20","4.139"
"2025-10-05 11:30:00","336.7","485.8","20","4.139"
"2025-10-05 11:45:00","336.7","495.8","20","4.139"
"2025-10-05 12:00:00","329.3","485","20","4.139"
"2025-10-05 12:15:00","332.7","495.8","19.9","4.139"
"2025-10-05 12:30:00","326.3","488.8","19.9","4.139"
"2025-10-05 12:45:00","325.8","494.8","19.9","4.139"
"2025-10-05 13:00:00","325.5","488.7","19.9","4.139"
"2025-10-05 13:15:00","318.3","489","19.9","4.139"
"2025-10-05 13:30:00","321.2","499.8","19.9","4.139"
"2025-10-05 13:45:00","321.5","495.8","20","4.139"
"2025-10-05 14:00:00","324.3","499.8","20.2","4.139"
"2025-10-05 14:15:00","465","492","20.7","4.139"
"2025-10-05 14:30:00","464.2","501.8","20.4","4.139"
"2025-10-05 14:45:00","430.5","489.2","20.2","4.169"
"2025-10-05 15:00:00","410","500.5","20.1","4.185"
"2025-10-05 15:15:00","379.5","498.8","20","4.26"
"2025-10-05 15:30:00","377.3","500.3","20.1","4.382"
"2025-10-05 15:45:00","376.8","495.7","20.1","4.397"
"2025-10-05 16:00:00","370.7","489.3","20.4","4.397"
"2025-10-05 16:15:00","361.7","498.2","20.2","4.397"
"2025-10-05 16:30:00","357.5","488.3","20.2","4.397"
"2025-10-05 16:45:00","352","497.3","20.2","4.397"
"2025-10-05 17:00:00","346.3","488.2","20.2","4.397"
"2025-10-05 17:15:00","342.8","497.2","20.2","4.397"
"2025-10-05 17:30:00","341.3","487.3","20.3","4.397"
"2025-10-05 17:45:00","337.8","491.2","20.3","4.397"
"2025-10-05 18:00:00","340.2","490.2","20.3","4.397"
"2025-10-05 18:15:00","338.2","484.2","20.3","4.397"
"2025-10-05 18:30:00","338.3","491.2","20.3","4.412"
"2025-10-05 18:45:00","335.5","483.8","20.4","4.397"
"2025-10-05 19:00:00","337.7","494.8","20.4","4.397"
"2025-10-05 19:15:00","336","493","20.5","4.397"
